audit_order,id,dataset,claim_sha256,gold_label,predicted_link_count,predicted_links_json,annotator_a_gold_biomedical_mentions_json,annotator_b_gold_biomedical_mentions_json,final_gold_biomedical_mentions_json,annotator_a_gold_concept_links_json,annotator_b_gold_concept_links_json,final_gold_concept_links_json,annotator_a_incorrect_predicted_links_json,annotator_b_incorrect_predicted_links_json,final_incorrect_predicted_links_json,annotator_a_abbreviation_ambiguity,annotator_b_abbreviation_ambiguity,final_abbreviation_ambiguity,annotator_a_overall_linking_judgment,annotator_b_overall_linking_judgment,final_overall_linking_judgment,disagreement_fields
105,medfact_bench_136,scifact,4932063fb439a237b1dadadbea3e42a51f9f6f44c19ab88e772f4fa8a6ebde2c,UNCERTAIN,0,[],"[""ITAM phosphorylation"",""T cell receptor (TCR)"",""cytoplasmic tail""]","[""ITAM phosphorylation"",""T cell receptor (TCR)"",""echo-domain"",""cytoplasmic tail""]","[""ITAM phosphorylation"",""T cell receptor (TCR)"",""echo-domain"",""cytoplasmic tail""]","[{""mention"":""ITAM phosphorylation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""T cell receptor (TCR)"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""cytoplasmic tail"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""}]","[{""mention"":""ITAM phosphorylation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""T cell receptor (TCR)"",""concept_id"":""UNRESOLVED"",""entity_type"":""Protein""},{""mention"":""echo-domain"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""},{""mention"":""cytoplasmic tail"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""}]","[{""mention"":""ITAM phosphorylation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""T cell receptor (TCR)"",""concept_id"":""UNRESOLVED"",""entity_type"":""Protein""},{""mention"":""echo-domain"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""},{""mention"":""cytoplasmic tail"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json
106,medfact_bench_155,scifact,d4f951bfb180350f22be30f03db9e31ec8d46070a81f1e3c49e3c17da71f4f83,UNCERTAIN,1,"[{""node_id"": ""Side Effect::C0009450"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""Infection"", ""normalized_alias"": ""infection"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:NCI"", ""external_id"": ""C0009450""}]","[""Infection"",""human T-cell lymphotropic virus type 1""]","[""Infection of human T-cell lymphotropic virus type 1"",""human T-cell lymphotropic virus type 1""]","[""Infection of human T-cell lymphotropic virus type 1"",""human T-cell lymphotropic virus type 1""]","[{""mention"":""Infection"",""concept_id"":""Side Effect::C0009450"",""entity_type"":""Disease""},{""mention"":""human T-cell lymphotropic virus type 1"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]","[{""mention"":""Infection of human T-cell lymphotropic virus type 1"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""human T-cell lymphotropic virus type 1"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]","[{""mention"":""Infection of human T-cell lymphotropic virus type 1"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""human T-cell lymphotropic virus type 1"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]",[],"[{""node_id"":""Side Effect::C0009450"",""mention"":""Infection of human T-cell lymphotropic virus type 1"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""Side Effect::C0009450"",""mention"":""Infection of human T-cell lymphotropic virus type 1"",""reason"":""UNDER_SPECIFIC""}]",NO,NO,NO,PARTIAL,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json;incorrect_predicted_links_json;overall_linking_judgment
107,medfact_bench_12,scifact,3302315065db282a5a26c69859b6e9b5549da1b69ff085989ce142f55a0241f1,REFUTE,5,"[{""node_id"": ""Anatomy::UBERON:0002048"", ""name"": """", ""kind"": ""Anatomy"", ""matched_alias"": ""Lungs"", ""normalized_alias"": ""lungs"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:MSH"", ""external_id"": ""C0024109""}, {""node_id"": ""Compound::DB00131"", ""name"": """", ""kind"": ""Compound"", ""matched_alias"": ""AMP"", ""normalized_alias"": ""amp"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:CSP"", ""external_id"": ""C0001465""}, {""node_id"": ""Gene::4236"", ""name"": """", ""kind"": ""Gene"", ""matched_alias"": ""AMP"", ""normalized_alias"": ""amp"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hgnc:alias_symbol"", ""external_id"": ""HGNC:7032""}, {""node_id"": ""Gene::5563"", ""name"": """", ""kind"": ""Gene"", ""matched_alias"": ""AMPK"", ""normalized_alias"": ""ampk"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hgnc:alias_symbol"", ""external_id"": ""HGNC:9377""}, {""node_id"": ""Side Effect::C0016059"", ""name"": """", ""kind"": ""Side Effect"", ""matched_alias"": ""Fibrosis"", ""normalized_alias"": ""fibrosis"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""umls:MSH"", ""external_id"": ""C0016059""}]","[""AMP-activated protein kinase (AMPK)"",""inflammation"",""fibrosis"",""lungs""]","[""AMP-activated protein kinase (AMPK)"",""AMP-activated protein kinase (AMPK) activation"",""inflammation-related fibrosis"",""lungs""]","[""AMP-activated protein kinase (AMPK) activation"",""AMP-activated protein kinase (AMPK)"",""inflammation-related fibrosis"",""inflammation"",""lungs""]","[{""mention"":""AMP-activated protein kinase (AMPK)"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""inflammation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""fibrosis"",""concept_id"":""Side Effect::C0016059"",""entity_type"":""Disease""},{""mention"":""lungs"",""concept_id"":""Anatomy::UBERON:0002048"",""entity_type"":""Anatomy""}]","[{""mention"":""AMP-activated protein kinase (AMPK)"",""concept_id"":""UNRESOLVED"",""entity_type"":""Protein""},{""mention"":""AMP-activated protein kinase (AMPK) activation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""inflammation-related fibrosis"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""lungs"",""concept_id"":""Anatomy::UBERON:0002048"",""entity_type"":""Anatomy""}]","[{""mention"":""AMP-activated protein kinase (AMPK) activation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""AMP-activated protein kinase (AMPK)"",""concept_id"":""UNRESOLVED"",""entity_type"":""Protein""},{""mention"":""inflammation-related fibrosis"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""inflammation"",""concept_id"":""Biological Process::GO:0006954"",""entity_type"":""Biological Process""},{""mention"":""lungs"",""concept_id"":""Anatomy::UBERON:0002048"",""entity_type"":""Anatomy""}]","[{""node_id"":""Compound::DB00131"",""mention"":""AMP-activated protein kinase (AMPK)"",""reason"":""SPAN_ERROR""},{""node_id"":""Gene::4236"",""mention"":""AMP-activated protein kinase (AMPK)"",""reason"":""SPAN_ERROR""},{""node_id"":""Gene::5563"",""mention"":""AMP-activated protein kinase (AMPK)"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""Compound::DB00131"",""mention"":""AMP-activated protein kinase (AMPK)"",""reason"":""SPAN_ERROR""},{""node_id"":""Gene::4236"",""mention"":""AMP-activated protein kinase (AMPK)"",""reason"":""SPAN_ERROR""},{""node_id"":""Gene::5563"",""mention"":""AMP-activated protein kinase (AMPK)"",""reason"":""OVER_SPECIFIC""},{""node_id"":""Side Effect::C0016059"",""mention"":""inflammation-related fibrosis"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""Compound::DB00131"",""mention"":""AMP-activated protein kinase (AMPK)"",""reason"":""SPAN_ERROR""},{""node_id"":""Gene::4236"",""mention"":""AMP-activated protein kinase (AMPK)"",""reason"":""SPAN_ERROR""},{""node_id"":""Gene::5563"",""mention"":""AMP-activated protein kinase (AMPK)"",""reason"":""OVER_SPECIFIC""},{""node_id"":""Side Effect::C0016059"",""mention"":""inflammation-related fibrosis"",""reason"":""UNDER_SPECIFIC""}]",NO,NO,NO,PARTIAL,PARTIAL,PARTIAL,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json;incorrect_predicted_links_json
108,medfact_bench_141,scifact,08338b09bb064ff9658dd8df0af066c07e0a9b88af5ad427a3f995758c6aeb97,UNCERTAIN,1,"[{""node_id"": ""Cellular Component::GO:0005694"", ""name"": ""chromosome"", ""kind"": ""Cellular Component"", ""matched_alias"": ""chromosome"", ""normalized_alias"": ""chromosome"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""Saccharomyces cerevisiae"",""whole chromosome aneuploidy""]","[""Saccharomyces cerevisiae"",""whole chromosome aneuploidy""]","[""Saccharomyces cerevisiae"",""whole chromosome aneuploidy""]","[{""mention"":""Saccharomyces cerevisiae"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""},{""mention"":""whole chromosome aneuploidy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""Saccharomyces cerevisiae"",""concept_id"":""Organism::NCBITaxon:4932"",""entity_type"":""Organism""},{""mention"":""whole chromosome aneuploidy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""Saccharomyces cerevisiae"",""concept_id"":""Organism::NCBITaxon:4932"",""entity_type"":""Organism""},{""mention"":""whole chromosome aneuploidy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""node_id"":""Cellular Component::GO:0005694"",""mention"":""whole chromosome aneuploidy"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""Cellular Component::GO:0005694"",""mention"":""whole chromosome aneuploidy"",""reason"":""SPAN_ERROR""}]","[{""node_id"":""Cellular Component::GO:0005694"",""mention"":""whole chromosome aneuploidy"",""reason"":""SPAN_ERROR""}]",NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json;incorrect_predicted_links_json
109,medfact_bench_129,scifact,e653e7b0b438f1f8027dab7da6775ad087582c3e2fdf12de692cb172eb571167,UNCERTAIN,4,"[{""node_id"": ""Disease::DOID:10763"", ""name"": ""hypertension"", ""kind"": ""Disease"", ""matched_alias"": ""hypertension"", ""normalized_alias"": ""hypertension"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""PrimeKG::Disease::MONDO_grouped:1200_1134_15512_5080_100078"", ""name"": ""hypertension"", ""kind"": ""Disease"", ""matched_alias"": ""hypertension"", ""normalized_alias"": ""hypertension"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""1200_1134_15512_5080_100078""}, {""node_id"": ""Disease::DOID:9744"", ""name"": """", ""kind"": ""Disease"", ""matched_alias"": ""type 1 diabetes"", ""normalized_alias"": ""type 1 diabetes"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""mondo"", ""external_id"": ""http://purl.obolibrary.org/obo/MONDO_0005147""}, {""node_id"": ""Side Effect::C0020538"", ""name"": ""Hypertension"", ""kind"": ""Side Effect"", ""matched_alias"": ""Hypertension"", ""normalized_alias"": ""hypertension"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""Hypertension"",""type 1 diabetes""]","[""Hypertension"",""type 1 diabetes""]","[""Hypertension"",""type 1 diabetes""]","[{""mention"":""Hypertension"",""concept_id"":""Disease::DOID:10763"",""entity_type"":""Disease""},{""mention"":""type 1 diabetes"",""concept_id"":""Disease::DOID:9744"",""entity_type"":""Disease""}]","[{""mention"":""Hypertension"",""concept_id"":""Disease::DOID:10763"",""entity_type"":""Disease""},{""mention"":""type 1 diabetes"",""concept_id"":""Disease::DOID:9744"",""entity_type"":""Disease""}]","[{""mention"":""Hypertension"",""concept_id"":""Disease::DOID:10763"",""entity_type"":""Disease""},{""mention"":""type 1 diabetes"",""concept_id"":""Disease::DOID:9744"",""entity_type"":""Disease""}]",[],[],[],NO,NO,NO,CORRECT,CORRECT,CORRECT,
110,medfact_bench_291,scifact,c31c43ce66d96f7ea5aee254d4d4ef06299beeddf633bcf4ddadbcd0c50ec494,REFUTE,0,[],"[""genomic aberrations"",""matasteses"",""primary tumor""]","[""genomic aberrations"",""matasteses"",""primary tumor""]","[""genomic aberrations"",""matasteses"",""primary tumor""]","[{""mention"":""genomic aberrations"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""matasteses"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""primary tumor"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""genomic aberrations"",""concept_id"":""UNRESOLVED"",""entity_type"":""Genetic Variant""},{""mention"":""matasteses"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""primary tumor"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""genomic aberrations"",""concept_id"":""UNRESOLVED"",""entity_type"":""Genetic Variant""},{""mention"":""matasteses"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""primary tumor"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
111,medfact_bench_248,scifact,e1cd12b41ba61d8930b9528fe0cfdf6df482d60f70c8549bc030ef2105154512,REFUTE,0,[],"[""interferon-induced genes"",""granule cell neurons"",""West Nile virus""]","[""interferon-induced genes"",""granule cell neurons"",""West Nile virus""]","[""interferon-induced genes"",""granule cell neurons"",""West Nile virus""]","[{""mention"":""interferon-induced genes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""granule cell neurons"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""West Nile virus"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]","[{""mention"":""interferon-induced genes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""granule cell neurons"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""West Nile virus"",""concept_id"":""Organism::NCBITaxon:11082"",""entity_type"":""Organism""}]","[{""mention"":""interferon-induced genes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""granule cell neurons"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""West Nile virus"",""concept_id"":""Organism::NCBITaxon:11082"",""entity_type"":""Organism""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
112,medfact_bench_17,scifact,1d8f3b8c04a2cd17b5506d345d3997da5c5d619627f0f8e1107e1fa1c788c3f0,UNCERTAIN,0,[],"[""Admp"",""chordin""]","[""Admpchordin""]","[""Admp"",""chordin""]","[{""mention"":""Admp"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""chordin"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""}]","[{""mention"":""Admpchordin"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""}]","[{""mention"":""Admp"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""},{""mention"":""chordin"",""concept_id"":""UNRESOLVED"",""entity_type"":""Gene""}]",[],[],[],YES,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json;abbreviation_ambiguity
113,medfact_bench_301,scifact,3449d724533d32b9c7580393b39bde2b519d4a68fadc2f382ddfaf4a7bb93e14,REFUTE,0,[],"[""harming themselves""]","[""harming themselves""]","[""harming themselves""]","[{""mention"":""harming themselves"",""concept_id"":""UNRESOLVED"",""entity_type"":""Symptom""}]","[{""mention"":""harming themselves"",""concept_id"":""UNRESOLVED"",""entity_type"":""Symptom""}]","[{""mention"":""harming themselves"",""concept_id"":""UNRESOLVED"",""entity_type"":""Symptom""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,
114,medfact_bench_133,scifact,3863f355898194ce4eee76e2e02ac463cd3cc61dc8404b440df6f3cd521f7bfe,UNCERTAIN,0,[],"[""Hypothalamic glutamate neurotransmission"",""energy balance""]","[""Hypothalamic glutamate neurotransmission"",""energy balance""]","[""Hypothalamic glutamate neurotransmission"",""energy balance""]","[{""mention"":""Hypothalamic glutamate neurotransmission"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""energy balance"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""}]","[{""mention"":""Hypothalamic glutamate neurotransmission"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""energy balance"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""}]","[{""mention"":""Hypothalamic glutamate neurotransmission"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""energy balance"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,
115,medfact_bench_177,scifact,a0178d087d664770f422494114a2465840ea66c04db76f1dc72216c0579b57e1,UNCERTAIN,0,[],"[""Ly6C hi monocytes"",""inflammatory capacity"",""Ly6C lo counterparts""]","[""Ly6C hi monocytes"",""Ly6C lo counterparts"",""inflammatory capacity""]","[""Ly6C hi monocytes"",""inflammatory capacity"",""Ly6C lo counterparts""]","[{""mention"":""Ly6C hi monocytes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""inflammatory capacity"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""Ly6C lo counterparts"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""}]","[{""mention"":""Ly6C hi monocytes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""Ly6C lo counterparts"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""inflammatory capacity"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""}]","[{""mention"":""Ly6C hi monocytes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""inflammatory capacity"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""Ly6C lo counterparts"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,
116,medfact_bench_210,scifact,0fe78ee4cae89d2ecfef0f6250f40168cdecb8e926227e645dd9c14d7734f7cf,REFUTE,0,[],"[""Non-invasive ventilation""]","[""Non-invasive ventilation""]","[""Non-invasive ventilation""]","[{""mention"":""Non-invasive ventilation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""mention"":""Non-invasive ventilation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""mention"":""Non-invasive ventilation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,
117,medfact_bench_28,scifact,39af56df82ebea36092a7ee07f7ed56d9f6d8933e16ea21078f5ab111e90f9a1,REFUTE,0,[],[],[],[],[],[],[],[],[],[],NO,NO,NO,CORRECT,CORRECT,CORRECT,
118,medfact_bench_179,scifact,1a47dd8cb1f117467d2ff4cdea030a194ca5d4095c8a267f0c52579520b689ae,UNCERTAIN,0,[],"[""Ly6C hi monocytes"",""inflammatory capacity"",""Ly6C lo monocytes""]","[""Ly6C hi monocytes"",""Ly6C lo monocytes"",""inflammatory capacity""]","[""Ly6C hi monocytes"",""inflammatory capacity"",""Ly6C lo monocytes""]","[{""mention"":""Ly6C hi monocytes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""inflammatory capacity"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""Ly6C lo monocytes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""}]","[{""mention"":""Ly6C hi monocytes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""Ly6C lo monocytes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""inflammatory capacity"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""}]","[{""mention"":""Ly6C hi monocytes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""},{""mention"":""inflammatory capacity"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""Ly6C lo monocytes"",""concept_id"":""UNRESOLVED"",""entity_type"":""Cell""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,
119,medfact_bench_157,scifact,8b67702f6d969e9ac9db3e8378b7dfdc0f38dd5df79d102200225d54b58c5780,UNCERTAIN,0,[],[],[],[],[],[],[],[],[],[],NO,NO,NO,CORRECT,CORRECT,CORRECT,
120,medfact_bench_103,scifact,e18c77a77d558bef7567a9e6ce8fcf8b987407558a1ce480caddbecc7d6e0150,UNCERTAIN,0,[],"[""Flexible molecules"",""steric hindrance"",""tumor microenviroment"",""rigid molecules""]","[""tumor microenviroment""]","[""tumor microenviroment""]","[{""mention"":""Flexible molecules"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""},{""mention"":""steric hindrance"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""tumor microenviroment"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""},{""mention"":""rigid molecules"",""concept_id"":""UNRESOLVED"",""entity_type"":""Compound""}]","[{""mention"":""tumor microenviroment"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""}]","[{""mention"":""tumor microenviroment"",""concept_id"":""UNRESOLVED"",""entity_type"":""Anatomy""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json
